도로코드,도로명,도로분류그룹코드,도로분류그룹코드명,도로구분코드,도로구분명,도로순서,도로폭,차선수,소통제공여부,사용여부,도로거리
402,일원로,01,기본도로,05,기타도로,,,6,,Y,1217
403,자양로,01,기본도로,03,주간선도로,,,6,,Y,2735
404,자양번영로,01,기본도로,05,기타도로,,,2,,Y,960
405,자유로,01,기본도로,02,도시고속도로,,,6,,Y,
406,자하문로,01,기본도로,03,주간선도로,,,6,,Y,3194
407,잔다리로,01,기본도로,05,기타도로,,,4,,Y,1379
409,잠실로,01,기본도로,05,기타도로,,,7,,Y,2161
410,잠원로,01,기본도로,04,보조간선도로,,,8,,Y,2575
411,장문로,01,기본도로,05,기타도로,,,2,,Y,1019
412,장승배기로,01,기본도로,04,보조간선도로,,,4,,Y,1776
413,장안벚꽃로,01,기본도로,05,기타도로,,,4,,Y,2922
414,장위로,01,기본도로,05,기타도로,,,3,,Y,1947
415,장충단로,01,기본도로,03,주간선도로,,,6,,Y,2856
416,장한로,01,기본도로,05,기타도로,,,6,,Y,2087
417,전농로,01,기본도로,04,보조간선도로,,,5,,Y,2498
418,정동길,01,기본도로,05,기타도로,,,2,,Y,522
419,정릉로,01,기본도로,04,보조간선도로,,,6,,Y,3811
420,정릉천동로,01,기본도로,05,기타도로,,,4,,Y,953
421,제2경인고속도로,04,기타도로,06,경기도로,,,,,Y,
422,제2중부고속도로,04,기타도로,06,경기도로,,,,,Y,
423,제3경인고속화도로,04,기타도로,06,경기도로,,,,,Y,
424,제기로,01,기본도로,04,보조간선도로,,,5,,Y,1671
425,조원중앙로,01,기본도로,05,기타도로,,,4,,Y,766
426,조정대로,01,기본도로,05,기타도로,,,8,,N,
427,종로,01,기본도로,03,주간선도로,,,8,,Y,4181
428,종로1길,01,기본도로,05,기타도로,,,4,,Y,450
429,종암로,01,기본도로,03,주간선도로,,,8,,Y,2224
430,종암로30길,01,기본도로,05,기타도로,,,1,,N,
431,중계로,01,기본도로,05,기타도로,,,4,,Y,2494
432,중대로,01,기본도로,04,보조간선도로,,,7,,Y,3247
434,중랑역로,01,기본도로,05,기타도로,,,4,,Y,2836
435,중랑천로,01,기본도로,05,기타도로,,,4,,Y,3258
436,중림로,01,기본도로,05,기타도로,,,2,,Y,533
437,중부고속도로,04,기타도로,06,경기도로,,,,,Y,
438,중앙로,01,기본도로,04,보조간선도로,,,6,,Y,3762
439,증가로,01,기본도로,04,보조간선도로,,,4,,Y,2721
440,증산로,01,기본도로,04,보조간선도로,,,8,,Y,6743
441,지봉로,01,기본도로,04,보조간선도로,,,4,,Y,1902
443,진관2로,01,기본도로,05,기타도로,,,4,,Y,1332
444,진황도로,01,기본도로,05,기타도로,,,3,,Y,2623
445,진흥로,01,기본도로,03,주간선도로,,,6,,Y,5015
446,창경궁로,01,기본도로,03,주간선도로,,,7,,Y,2550
448,창전로,01,기본도로,05,기타도로,,,4,,Y,1045
449,천중로,01,기본도로,05,기타도로,,,4,,Y,2034
450,천호대로,01,기본도로,03,주간선도로,,,10,,Y,15809
451,천호대로157길,01,기본도로,05,기타도로,,,1,,Y,318
452,천호대로213길,01,기본도로,05,기타도로,,,4,,Y,152
453,천호옛길,01,기본도로,05,기타도로,,,2,,Y,924
454,청계천로,01,기본도로,03,주간선도로,,,4,,Y,5923
455,청와대로,01,기본도로,04,보조간선도로,,,4,,Y,804
456,청파로,01,기본도로,03,주간선도로,,,6,,Y,4388
457,청파로47길,01,기본도로,05,기타도로,,,2,,Y,628
459,초원로,01,기본도로,05,기타도로,,,4,,Y,670
460,충무로,01,기본도로,04,보조간선도로,,,3,,Y,808
462,충민로2길,01,기본도로,04,보조간선도로,,,4,,Y,832
463,충정로,01,기본도로,03,주간선도로,,,8,,Y,852
464,칠패로,01,기본도로,04,보조간선도로,,,6,,Y,591
465,탄천동로,01,기본도로,05,기타도로,,,4,,Y,8488
466,태릉구리간고속화도로,04,기타도로,06,경기도로,,,,,Y,
467,태봉로,01,기본도로,05,기타도로,,,6,,Y,1602
468,테헤란로,01,기본도로,03,주간선도로,,,10,,Y,4059
469,테헤란로114길,01,기본도로,05,기타도로,,,2,,Y,323
470,테헤란로115길,01,기본도로,04,보조간선도로,,,4,,Y,799
471,토정로,01,기본도로,04,보조간선도로,,,4,,Y,3217
472,통일로,01,기본도로,03,주간선도로,,,8,,Y,11705
473,퇴계로,01,기본도로,03,주간선도로,,,6,,Y,4710
474,평창문화로,01,기본도로,04,보조간선도로,,,6,,Y,3161
475,풍성로,01,기본도로,05,기타도로,,,4,,Y,3250
476,하늘공원로,01,기본도로,05,기타도로,,,4,,N,
477,하늘길,01,기본도로,05,기타도로,,,8,,Y,674
479,학동로,01,기본도로,04,보조간선도로,,,6,,Y,3604
480,한가람로,01,기본도로,05,기타도로,,,4,,Y,3167
481,한강대로,01,기본도로,03,주간선도로,,,10,,Y,4182
482,한강대로77길,01,기본도로,05,기타도로,,,4,,Y,180
483,한글비석로,01,기본도로,04,보조간선도로,,,6,,Y,5936
484,한남대로,01,기본도로,03,주간선도로,,,8,,Y,2144
485,한천로,01,기본도로,04,보조간선도로,,,6,,Y,11856
486,한천로58길,01,기본도로,04,보조간선도로,,,4,,Y,855
487,한천로66길,01,기본도로,05,기타도로,,,4,,Y,1186
488,해등로,01,기본도로,04,보조간선도로,,,4,,Y,3854
490,허준로,01,기본도로,05,기타도로,,,4,,Y,2494
491,헌릉로,01,기본도로,03,주간선도로,,,10,,Y,8806
492,현충로,01,기본도로,03,주간선도로,,,8,,Y,2784
493,혜화로,01,기본도로,05,기타도로,,,2,,Y,976
494,호암로,01,기본도로,04,보조간선도로,,,4,,Y,4931
495,홍릉로,01,기본도로,05,기타도로,,,4,,Y,1271
496,홍익로,01,기본도로,04,보조간선도로,,,4,,Y,355
497,홍제천로,01,기본도로,05,기타도로,,,4,,Y,1111
498,화계사길,01,기본도로,05,기타도로,,,2,,N,
499,화곡로,01,기본도로,04,보조간선도로,,,6,,Y,5988
500,화랑로,01,기본도로,03,주간선도로,,,8,,Y,10021
501,화랑로32길,01,기본도로,05,기타도로,,,2,,N,
502,회기로,01,기본도로,04,보조간선도로,,,4,,Y,1997
503,회기로5길,01,기본도로,05,기타도로,,,3,,Y,1080
504,효령로,01,기본도로,04,보조간선도로,,,7,,Y,4394
505,효자로,01,기본도로,04,보조간선도로,,,4,,Y,1171
506,효창원로,01,기본도로,05,기타도로,,,4,,Y,1991
507,후암로,01,기본도로,04,보조간선도로,,,4,,Y,1186
508,휘경로,01,기본도로,05,기타도로,,,4,,Y,800
509,희우정로,01,기본도로,05,기타도로,,,4,,Y,690
510,수도권제2순환고속도로,04,기타도로,06,경기도로,,,,,Y,
511,평택음성고속도로,04,기타도로,06,경기도로,,,,,Y,
512,오산-화성고속도로,04,기타도로,06,경기도로,,,,,Y,
513,인천대교고속도로,04,기타도로,06,경기도로,,,,,Y,
514,일반국도77호선,04,기타도로,06,경기도로,,,,,Y,
515,중부내륙고속도로,04,기타도로,06,경기도로,,,,,Y,
516,평택-시흥고속국도,04,기타도로,06,경기도로,,,,,Y,
517,평택-화성고속도로,04,기타도로,06,경기도로,,,,,Y,
518,바우뫼로,01,기본도로,05,기타도로,,,4,,Y,1554
519,오정로,01,기본도로,05,기타도로,,,6,,Y,1234
520,토성로,01,기본도로,05,기타도로,,,4,,Y,847
521,은평터널로,01,기본도로,05,기타도로,,,2,,Y,2004
522,도당로13길,01,기본도로,05,기타도로,,,2,,Y,621
523,망우로36길,01,기본도로,05,기타도로,,,2,,Y,288
524,면목로91길,01,기본도로,05,기타도로,,,,N,N,
525,올림픽로43길,01,기본도로,05,기타도로,,,2,,Y,1526
526,시흥대로73길,01,기본도로,05,기타도로,,,,N,N,
1000,가리봉-독산선,02,기능별,12,보조간선 기능별,,,,,Y,
1001,가리봉-신길선,02,기능별,12,보조간선 기능별,,,,,Y,
1002,갈월-동자동선,02,기능별,12,보조간선 기능별,,,,,Y,
1003,개봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1004,고척-가양선,02,기능별,12,보조간선 기능별,,,,,Y,
1005,공릉-우이선,02,기능별,12,보조간선 기능별,,,,,Y,
1006,공항-내발산선,02,기능별,12,보조간선 기능별,,,,,Y,
1007,광명-시흥선,02,기능별,12,보조간선 기능별,,,,,Y,
1008,광장-상일선,02,기능별,12,보조간선 기능별,,,,,Y,
1009,구로-신길선,02,기능별,12,보조간선 기능별,,,,,Y,
1010,구로-염창선,02,기능별,12,보조간선 기능별,,,,,Y,
1011,구의-광장선,02,기능별,12,보조간선 기능별,,,,,Y,
1012,구의선,02,기능별,12,보조간선 기능별,,,,,Y,
1013,궁동-영등포선,02,기능별,12,보조간선 기능별,,,,,Y,
1014,남산2호터널선,02,기능별,12,보조간선 기능별,,,,,Y,
1015,남창-남산선,02,기능별,12,보조간선 기능별,,,,,Y,
1016,노고산-창신선,02,기능별,12,보조간선 기능별,,,,,Y,
1017,노원역-당고개역선,02,기능별,12,보조간선 기능별,,,,,Y,
1018,노유-중곡선,02,기능별,12,보조간선 기능별,,,,,Y,
1019,답십리-전농선,02,기능별,12,보조간선 기능별,,,,,Y,
1020,대림-영등포선,02,기능별,12,보조간선 기능별,,,,,Y,
1021,도봉산입구선,02,기능별,12,보조간선 기능별,,,,,Y,
1022,도봉역선,02,기능별,12,보조간선 기능별,,,,,Y,
1023,독산-등촌선,02,기능별,12,보조간선 기능별,,,,,Y,
1024,독산-봉천선,02,기능별,12,보조간선 기능별,,,,,Y,
1025,돈암-창동선,02,기능별,12,보조간선 기능별,,,,,Y,
1026,동교-월곡선,02,기능별,12,보조간선 기능별,,,,,Y,
1027,동선-정릉선,02,기능별,12,보조간선 기능별,,,,,Y,
1028,마장-사근선,02,기능별,12,보조간선 기능별,,,,,Y,
1029,망우-공릉선,02,기능별,12,보조간선 기능별,,,,,Y,
1031,면목-상봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1032,목동선,02,기능별,12,보조간선 기능별,,,,,Y,
1033,문래-당산선,02,기능별,12,보조간선 기능별,,,,,Y,
1034,문래-신길선,02,기능별,12,보조간선 기능별,,,,,Y,
1035,문정-고덕선,02,기능별,12,보조간선 기능별,,,,,Y,
1036,미아-상계선,02,기능별,12,보조간선 기능별,,,,,Y,
1037,미아-수유선,02,기능별,12,보조간선 기능별,,,,,Y,
1038,방배-잠실선,02,기능별,12,보조간선 기능별,,,,,Y,
1039,방배선,02,기능별,12,보조간선 기능별,,,,,Y,
1040,방이-마천선,02,기능별,12,보조간선 기능별,,,,,Y,
1041,방화-염창선,02,기능별,12,보조간선 기능별,,,,,Y,
1042,봉래-관훈선,02,기능별,12,보조간선 기능별,,,,,Y,
1043,봉우재선,02,기능별,12,보조간선 기능별,,,,,Y,
1044,봉천-상도선,02,기능별,12,보조간선 기능별,,,,,Y,
1045,북가좌-역촌선,02,기능별,12,보조간선 기능별,,,,,Y,
1046,사직-종암선,02,기능별,12,보조간선 기능별,,,,,Y,
1047,상도-사당선,02,기능별,12,보조간선 기능별,,,,,Y,
1048,상암-대흥선,02,기능별,12,보조간선 기능별,,,,,Y,
1049,상암-서교선,02,기능별,12,보조간선 기능별,,,,,Y,
1050,상암-성산선,02,기능별,12,보조간선 기능별,,,,,Y,
1051,상암선,02,기능별,12,보조간선 기능별,,,,,Y,
1052,상일-고덕선,02,기능별,12,보조간선 기능별,,,,,Y,
1053,상황-동소문선,02,기능별,12,보조간선 기능별,,,,,Y,
1054,서초-개포선,02,기능별,12,보조간선 기능별,,,,,Y,
1055,서초-청담선,02,기능별,12,보조간선 기능별,,,,,Y,
1056,성산-진관외선,02,기능별,12,보조간선 기능별,,,,,Y,
1057,성산-홍제선,02,기능별,12,보조간선 기능별,,,,,Y,
1058,성수-자양선,02,기능별,12,보조간선 기능별,,,,,Y,
1059,성수동1가선,02,기능별,12,보조간선 기능별,,,,,Y,
1060,성수선,02,기능별,12,보조간선 기능별,,,,,Y,
1061,송정-상봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1062,수서-오금선,02,기능별,12,보조간선 기능별,,,,,Y,
1063,수유-상계7선,02,기능별,12,보조간선 기능별,,,,,Y,
1064,수유-상계선,02,기능별,12,보조간선 기능별,,,,,Y,
1065,시흥-독산본선,02,기능별,12,보조간선 기능별,,,,,Y,
1066,시흥-신림선,02,기능별,12,보조간선 기능별,,,,,Y,
1067,시흥선,02,기능별,12,보조간선 기능별,,,,,Y,
1068,신대방-신림선,02,기능별,12,보조간선 기능별,,,,,Y,
1069,신림-노량진선,02,기능별,12,보조간선 기능별,,,,,Y,
1070,신림-봉천선,02,기능별,12,보조간선 기능별,,,,,Y,
1071,신사-청담선,02,기능별,12,보조간선 기능별,,,,,Y,
1072,신사-홍은선,02,기능별,12,보조간선 기능별,,,,,Y,
1073,신영-동선동선,02,기능별,12,보조간선 기능별,,,,,Y,
1074,신월-가양선,02,기능별,12,보조간선 기능별,,,,,Y,
1075,신월-노량진선,02,기능별,12,보조간선 기능별,,,,,Y,
1076,신월-목동선,02,기능별,12,보조간선 기능별,,,,,Y,
1077,신월-화곡선,02,기능별,12,보조간선 기능별,,,,,Y,
1078,신정-목동선,02,기능별,12,보조간선 기능별,,,,,Y,
1079,신정이펜하우스-남부순환로,02,기능별,12,보조간선 기능별,,,,,Y,
1080,신천-거여선,02,기능별,12,보조간선 기능별,,,,,Y,
1081,신천동선,02,기능별,12,보조간선 기능별,,,,,Y,
1082,쌍문-도봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1083,암사-강일선,02,기능별,12,보조간선 기능별,,,,,Y,
1084,암사-상일선,02,기능별,12,보조간선 기능별,,,,,Y,
1085,양평-상도선,02,기능별,12,보조간선 기능별,,,,,Y,
1086,여의도선,02,기능별,12,보조간선 기능별,,,,,Y,
1087,역촌-녹번선,02,기능별,12,보조간선 기능별,,,,,Y,
1088,역촌-대조선,02,기능별,12,보조간선 기능별,,,,,Y,
1089,영등포-당산선,02,기능별,12,보조간선 기능별,,,,,Y,
1090,오류-대림선,02,기능별,12,보조간선 기능별,,,,,Y,
1091,외발산-방화선,02,기능별,12,보조간선 기능별,,,,,Y,
1092,용두-면목선,02,기능별,12,보조간선 기능별,,,,,Y,
1093,용산-서빙고선,02,기능별,12,보조간선 기능별,,,,,Y,
1094,용산-성수선,02,기능별,12,보조간선 기능별,,,,,Y,
1095,월계-도봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1096,월곡선,02,기능별,12,보조간선 기능별,,,,,Y,
1097,의사당선,02,기능별,12,보조간선 기능별,,,,,Y,
1098,이문-신내선,02,기능별,12,보조간선 기능별,,,,,Y,
1099,이수-청담선,02,기능별,12,보조간선 기능별,,,,,Y,
1100,일원-잠실선,02,기능별,12,보조간선 기능별,,,,,Y,
1101,잠실-방이선,02,기능별,12,보조간선 기능별,,,,,Y,
1102,잠실철교선,02,기능별,12,보조간선 기능별,,,,,Y,
1103,장안-수유선,02,기능별,12,보조간선 기능별,,,,,Y,
1104,장지-거여선,02,기능별,12,보조간선 기능별,,,,,Y,
1105,저동-을지로선,02,기능별,12,보조간선 기능별,,,,,Y,
1106,적선-부암선,02,기능별,12,보조간선 기능별,,,,,Y,
1107,정릉-번동선,02,기능별,12,보조간선 기능별,,,,,Y,
1108,종암-회기선,02,기능별,12,보조간선 기능별,,,,,Y,
1109,중곡-신내선,02,기능별,12,보조간선 기능별,,,,,Y,
1110,중학-성북선,02,기능별,12,보조간선 기능별,,,,,Y,
1111,증산-연희선,02,기능별,12,보조간선 기능별,,,,,Y,
1112,진관내-진관외선,02,기능별,12,보조간선 기능별,,,,,Y,
1113,창신-답십리선,02,기능별,12,보조간선 기능별,,,,,Y,
1114,청암-원효선,02,기능별,12,보조간선 기능별,,,,,Y,
1115,충무-낙원선,02,기능별,12,보조간선 기능별,,,,,Y,
1116,팔판-효자선,02,기능별,12,보조간선 기능별,,,,,Y,
1117,필동-와룡선,02,기능별,12,보조간선 기능별,,,,,Y,
1118,하수-마포선,02,기능별,12,보조간선 기능별,,,,,Y,
1119,한남-광희선,02,기능별,12,보조간선 기능별,,,,,Y,
1120,한남-응봉선,02,기능별,12,보조간선 기능별,,,,,Y,
1121,한남-태평로선,02,기능별,12,보조간선 기능별,,,,,Y,
1122,홍익-용두선,02,기능별,12,보조간선 기능별,,,,,Y,
1123,회기-번동선,02,기능별,12,보조간선 기능별,,,,,Y,
1124,휘경-면목선,02,기능별,12,보조간선 기능별,,,,,Y,
1125,흥인-면목선,02,기능별,12,보조간선 기능별,,,,,Y,
602,방사선도로,03,유형별,09,외곽,4,,,,Y,
603,도시고속도로,03,유형별,09,외곽,3,,,,Y,
604,기타도로,03,유형별,09,외곽,5,,,,Y,
700,가양대교,04,기타도로,07,한강교량,,,,,Y,
701,광진교,04,기타도로,07,한강교량,,,,,Y,
702,동작대교,04,기타도로,07,한강교량,,,,,Y,
703,동호대교,04,기타도로,07,한강교량,,,,,Y,
704,마포대교,04,기타도로,07,한강교량,,,,,Y,
705,반포대교,04,기타도로,07,한강교량,,,,,Y,
706,방화대교,04,기타도로,07,한강교량,,,,,Y,
707,서강대교,04,기타도로,07,한강교량,,,,,Y,
708,성산대교,04,기타도로,07,한강교량,,,,,Y,
709,성수대교,04,기타도로,07,한강교량,,,,,Y,
710,양화대교,04,기타도로,07,한강교량,,,,,Y,
711,영동대교,04,기타도로,07,한강교량,,,,,Y,
712,올림픽대교,04,기타도로,07,한강교량,,,,,Y,
713,원효대교,04,기타도로,07,한강교량,,,,,Y,
714,잠수교,04,기타도로,07,한강교량,,,,,Y,
715,잠실대교,04,기타도로,07,한강교량,,,,,Y,
716,천호대교,04,기타도로,07,한강교량,,,,,Y,
717,청담대교,04,기타도로,07,한강교량,,,,,Y,
718,한강대교,04,기타도로,07,한강교량,,,,,Y,
719,한남대교,04,기타도로,07,한강교량,,,,,Y,
720,행주대교,04,기타도로,07,한강교량,,,,,Y,
800,가양-현저선,02,기능별,11,주간선도로 기능별,,,,,Y,
801,갈현-적선선,02,기능별,11,주간선도로 기능별,,,,,Y,
802,공덕-봉래선,02,기능별,11,주간선도로 기능별,,,,,Y,
803,과해-삼성선,02,기능별,11,주간선도로 기능별,,,,,Y,
804,내곡-월곡선,02,기능별,11,주간선도로 기능별,,,,,Y,
805,도심순환도로,02,기능별,11,주간선도로 기능별,,,,,Y,
806,방화-암사선,02,기능별,11,주간선도로 기능별,,,,,Y,
807,봉래-세종로선,02,기능별,11,주간선도로 기능별,,,,,Y,
808,사당-서빙고선,02,기능별,11,주간선도로 기능별,,,,,Y,
809,사당-암사선,02,기능별,11,주간선도로 기능별,,,,,Y,
810,서린-상일선,02,기능별,11,주간선도로 기능별,,,,,Y,
811,세곡-상계선,02,기능별,11,주간선도로 기능별,,,,,Y,
812,시흥-중림선,02,기능별,11,주간선도로 기능별,,,,,Y,
813,신림-진관내선,02,기능별,11,주간선도로 기능별,,,,,Y,
814,신설-공릉선,02,기능별,11,주간선도로 기능별,,,,,Y,
815,신월-신당선,02,기능별,11,주간선도로 기능별,,,,,Y,
816,신정-봉천선,02,기능별,11,주간선도로 기능별,,,,,Y,
817,양재-혜화선,02,기능별,11,주간선도로 기능별,,,,,Y,
818,양평-노고산선,02,기능별,11,주간선도로 기능별,,,,,Y,
819,온수-망우선,02,기능별,11,주간선도로 기능별,,,,,Y,
820,우면-수서선,02,기능별,11,주간선도로 기능별,,,,,Y,
821,우면-중학선,02,기능별,11,주간선도로 기능별,,,,,Y,
822,을지-둔촌선,02,기능별,11,주간선도로 기능별,,,,,Y,
823,장지-가회선,02,기능별,11,주간선도로 기능별,,,,,Y,
824,장지-성수선,02,기능별,11,주간선도로 기능별,,,,,Y,
825,필동-도봉선,02,기능별,11,주간선도로 기능별,,,,,Y,
600,도심권(동서간),03,유형별,08,도심권,1,,,,Y,
601,도심권(남북간),03,유형별,08,도심권,2,,,,Y,
999,기타,02,기능별,11,주간선도로 기능별,0,0,0,,,
1999,기타,02,기능별,12,보조간선 기능별,0,0,0,,,
536,강남순환로,01,기본도로,02,도시고속도로,,,4,,Y,12769
611,도심혼잡권역,13,혼잡권역,27,도심혼잡권역,,,,,Y,
612,남산혼잡권역,13,혼잡권역,28,남산혼잡권역,,,,,Y,
613,여의도혼잡권역,13,혼잡권역,29,여의도혼잡권역,,,,,Y,
614,강남혼잡권역,13,혼잡권역,30,강남혼잡권역,,,,,Y,
23003,경기대로,01,기본도로,04,보조간선도로,,,1,,Y,1100
544,창의문로,01,기본도로,04,보조간선도로,,,2,,Y,1449
235,새말로,01,기본도로,05,기타도로,,,4,,Y,1846
538,자곡로,01,기본도로,05,기타도로,,,6,,Y,891
540,가재울미래로,01,기본도로,05,기타도로,,,4,,Y,385
161,모래내로15길,01,기본도로,05,기타도로,,,4,,Y,452
174,발산로,01,기본도로,04,보조간선도로,,,4,,Y,513
527,수색로6길,01,기본도로,05,기타도로,,,2,,Y,283
24,거북골로,01,기본도로,05,기타도로,,,4,,Y,2368
543,마곡서로,01,기본도로,04,보조간선도로,,,4,,Y,654
542,마곡중앙로,01,기본도로,04,보조간선도로,,,6,,Y,2125
537,수명로,01,기본도로,04,보조간선도로,,,6,,Y,862
541,마곡중앙5로,01,기본도로,05,기타도로,,,4,,Y,999
3006,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3005,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3004,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3003,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3002,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3001,강변북로,30,도시고속 구간,31,강변북로_구간,,,,,Y,
3011,경부고속도로,30,도시고속 구간,32,경부고속도로_구간,,,,,Y,
3021,내부순환로,30,도시고속 구간,33,내부순환로_구간,,,,,Y,
3022,내부순환로,30,도시고속 구간,33,내부순환로_구간,,,,,Y,
3023,내부순환로,30,도시고속 구간,33,내부순환로_구간,,,,,Y,
3031,동부간선도로,30,도시고속 구간,34,동부간선도로_구간,,,,,Y,
3032,동부간선도로,30,도시고속 구간,34,동부간선도로_구간,,,,,Y,
3041,북부간선도로,30,도시고속 구간,35,북부간선도로_구간,,,,,Y,
3042,북부간선도로,30,도시고속 구간,35,북부간선도로_구간,,,,,Y,
3051,분당수서로,30,도시고속 구간,36,분당수서로_구간,,,,,Y,
3052,분당수서로,30,도시고속 구간,36,분당수서로_구간,,,,,Y,
3061,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3062,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3063,서부간선도로,30,도시고속 구간,37,서부간선도로_구간,,,,,Y,
3071,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3072,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3073,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3074,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3075,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3076,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3077,올림픽대로,30,도시고속 구간,38,올림픽대로_구간,,,,,Y,
3081,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
3082,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
3083,강남순환로,30,도시고속 구간,39,강남순환로_구간,,,,,Y,
721,월드컵대교,04,기타도로,07,한강교량,,,,,Y,
21001,신월여의지하도로,01,기본도로,02,도시고속도로,,,2,,Y,6849
21002,서부간선지하도로,01,기본도로,02,도시고속도로,,,2,,Y,8737
23002,독립문로,01,기본도로,04,보조간선도로,,,1,,Y,563
23004,위례송파로,01,기본도로,04,보조간선도로,,,3,,Y,1369
599,전체(유형별),03,유형별,00,00,0,,,,N,
690,도심권(동서간),93,유형별_SM,98,도심권_SM,1,,,,N,
691,도심권(남북간),93,유형별_SM,98,도심권_SM,2,,,,N,
692,방사선도로,93,유형별_SM,99,외곽_SM,4,,,,N,
693,도시고속도로,93,유형별_SM,99,외곽_SM,3,,,,N,
694,기타도로,93,유형별_SM,99,외곽_SM,5,,,,N,
545,위례서로,01,기본도로,05,기타도로,,,3,,Y,1730
547,위례중앙로,01,기본도로,05,기타도로,,,2,,Y,996
548,위례순환로,01,기본도로,05,기타도로,,,2,,Y,878
605,도심생활권,11,권역별,21,도심생활권,,,,,Y,
606,동남생활권,11,권역별,22,동남생활권,,,,,Y,
607,동북생활권,11,권역별,23,동북생활권,,,,,Y,
608,서남생활권,11,권역별,24,서남생활권,,,,,Y,
609,서북생활권,11,권역별,25,서북생활권,,,,,Y,
610,한양도성,12,한양도성,26,한양도성,,,,,Y,
20028,새문안로3길,01,기본도로,05,기타도로,,,2,,Y,637
23001,신촌역로,01,기본도로,04,보조간선도로,,,2,,Y,603
531,용마터널,01,기본도로,04,보조간선도로,,,,,Y,3163
532,구리암사대교,01,기본도로,04,보조간선도로,,,,,Y,1151
533,암사대교와양재대로연결길,01,기본도로,04,보조간선도로,,,,,Y,1374
20001,공원로,01,기본도로,04,보조간선도로,,,5,,Y,1272
20002,농수산시장로,01,기본도로,04,보조간선도로,,,3,,Y,460
20003,상암산로,01,기본도로,05,기타도로,,,3,,Y,917
20007,노해로66길,01,기본도로,04,보조간선도로,,,2,,Y,685
20008,도영로,01,기본도로,05,기타도로,,,2,,Y,1443
20009,동산로,01,기본도로,05,기타도로,,,2,,Y,979
20010,수유로,01,기본도로,05,기타도로,,,3,,Y,846
20011,여의공원로,01,기본도로,05,기타도로,,,2,,Y,1246
20012,은행로,01,기본도로,05,기타도로,,,2,,Y,719
20013,충민로,01,기본도로,05,기타도로,,,4,,Y,1903
20014,행당로,01,기본도로,04,보조간선도로,,,2,,Y,1375
20015,황물로,01,기본도로,05,기타도로,,,2,,Y,1970
20016,목동중앙본로,01,기본도로,05,기타도로,,,1,,Y,1341
20017,백련산로,01,기본도로,05,기타도로,,,2,,Y,1858
20018,북아현로,01,기본도로,05,기타도로,,,1,,Y,2200
20019,삼개로,01,기본도로,05,기타도로,,,1,,Y,867
20020,솔밭로,01,기본도로,05,기타도로,,,1,,Y,1130
20021,외대역동로,01,기본도로,05,기타도로,,,2,,Y,1425
20022,우이천로,01,기본도로,05,기타도로,,,2,,Y,4974
20024,장월로,01,기본도로,05,기타도로,,,1,,Y,1798
20025,장터길,01,기본도로,05,기타도로,,,1,,Y,453
20027,흑석로,01,기본도로,05,기타도로,,,2,,Y,1341
